FSA,Language,Count,Year
M1G,Serbian,25,2011
M1G,Serbo-Croatian,0,2011
M1G,Shanghainese,5,2011
M1G,"Sign languages, n.i.e.",10,2011
M1G,Sindhi,5,2011
M1G,Sinhala (Sinhalese),65,2011
M1G,"Sino-Tibetan languages, n.i.e.",0,2011
M1G,"Slavic languages, n.i.e.",0,2011
M1G,Slovak,15,2011
M1G,Slovenian,0,2011
M1G,Somali,40,2011
M1G,Spanish,190,2011
M1G,Swahili,15,2011
M1G,Swedish,0,2011
M1G,"Tagalog (Pilipino, Filipino)",630,2011
M1G,Taiwanese,0,2011
M1G,Tamil,2650,2011
M1G,Telugu,45,2011
M1G,Thai,0,2011
M1G,Tibetan languages,10,2011
M1G,Tigrigna,15,2011
M1G,Turkish,5,2011
M1G,Ukrainian,0,2011
M1G,Urdu,775,2011
M1G,Vietnamese,50,2011
M1G,Yiddish,0,2011
M1H,English,12825,2011
M1H,French,60,2011
M1H,Atikamekw,0,2011
M1H,"Cree, n.o.s.",0,2011
M1H,Dene,0,2011
M1H,Innu/Montagnais,0,2011
M1H,Inuktitut,0,2011
M1H,Mi'kmaq,0,2011
M1H,Ojibway,0,2011
M1H,Oji-Cree,0,2011
M1H,Stoney,0,2011
M1H,"African languages, n.i.e.",0,2011
M1H,Afrikaans,0,2011
M1H,Akan (Twi),5,2011
M1H,Albanian,0,2011
M1H,Amharic,15,2011
M1H,Arabic,135,2011
M1H,Armenian,5,2011
M1H,"Bantu languages, n.i.e.",0,2011
M1H,Bengali,145,2011
M1H,Berber languages (Kabyle),0,2011
M1H,Bisayan languages,20,2011
M1H,Bosnian,0,2011
M1H,Bulgarian,5,2011
M1H,Burmese,5,2011
M1H,Cantonese,860,2011
M1H,"Chinese, n.o.s.",925,2011
M1H,Creoles,0,2011
M1H,Croatian,15,2011
M1H,Czech,5,2011
M1H,Danish,0,2011
M1H,Dutch,5,2011
M1H,Estonian,5,2011
M1H,Finnish,0,2011
M1H,Flemish,0,2011
M1H,Fukien,0,2011
M1H,German,60,2011
M1H,Greek,145,2011
M1H,Gujarati,1810,2011
M1H,Hakka,15,2011
M1H,Hebrew,0,2011
M1H,Hindi,185,2011
M1H,Hungarian,10,2011
M1H,Ilocano,10,2011
M1H,"Indo-Iranian languages, n.i.e.",5,2011
M1H,Italian,100,2011
M1H,Japanese,10,2011
M1H,Khmer (Cambodian),0,2011
M1H,Korean,60,2011
M1H,Kurdish,0,2011
M1H,Lao,0,2011
M1H,Latvian,0,2011
M1H,Lingala,5,2011
M1H,Lithuanian,0,2011
M1H,Macedonian,80,2011
M1H,Malay,0,2011
M1H,Malayalam,45,2011
M1H,Maltese,0,2011
M1H,Mandarin,645,2011
M1H,Marathi,25,2011
M1H,Nepali,5,2011
M1H,"Niger-Congo languages, n.i.e.",10,2011
M1H,Norwegian,0,2011
M1H,Oromo,5,2011
M1H,Panjabi (Punjabi),115,2011
M1H,Pashto,90,2011
M1H,Persian (Farsi),315,2011
M1H,Polish,40,2011
M1H,Portuguese,35,2011
M1H,Romanian,20,2011
M1H,Rundi (Kirundi),0,2011
M1H,Russian,10,2011
M1H,Rwanda (Kinyarwanda),0,2011
M1H,"Semitic languages, n.i.e.",0,2011
M1H,Serbian,5,2011
M1H,Serbo-Croatian,0,2011
M1H,Shanghainese,15,2011
M1H,"Sign languages, n.i.e.",5,2011
M1H,Sindhi,5,2011
M1H,Sinhala (Sinhalese),20,2011
M1H,"Sino-Tibetan languages, n.i.e.",15,2011
M1H,"Slavic languages, n.i.e.",5,2011
M1H,Slovak,5,2011
M1H,Slovenian,5,2011
M1H,Somali,50,2011
M1H,Spanish,170,2011
M1H,Swahili,10,2011
M1H,Swedish,0,2011
M1H,"Tagalog (Pilipino, Filipino)",500,2011
M1H,Taiwanese,5,2011
M1H,Tamil,1140,2011
M1H,Telugu,20,2011
M1H,Thai,0,2011
M1H,Tibetan languages,0,2011
M1H,Tigrigna,5,2011
M1H,Turkish,0,2011
M1H,Ukrainian,10,2011
M1H,Urdu,300,2011
M1H,Vietnamese,50,2011
M1H,Yiddish,0,2011
M1J,English,21070,2011
M1J,French,310,2011
M1J,Atikamekw,0,2011
M1J,"Cree, n.o.s.",0,2011
M1J,Dene,0,2011
M1J,Innu/Montagnais,0,2011
M1J,Inuktitut,0,2011
M1J,Mi'kmaq,0,2011
M1J,Ojibway,0,2011
M1J,Oji-Cree,0,2011
M1J,Stoney,0,2011
M1J,"African languages, n.i.e.",5,2011
M1J,Afrikaans,0,2011
M1J,Akan (Twi),20,2011
M1J,Albanian,135,2011
M1J,Amharic,90,2011
M1J,Arabic,130,2011
M1J,Armenian,20,2011
M1J,"Bantu languages, n.i.e.",15,2011
M1J,Bengali,600,2011
M1J,Berber languages (Kabyle),0,2011
M1J,Bisayan languages,35,2011
M1J,Bosnian,5,2011
M1J,Bulgarian,15,2011
M1J,Burmese,5,2011
M1J,Cantonese,200,2011
M1J,"Chinese, n.o.s.",170,2011
M1J,Creoles,235,2011
M1J,Croatian,15,2011
M1J,Czech,75,2011
M1J,Danish,0,2011
M1J,Dutch,5,2011
M1J,Estonian,5,2011
M1J,Finnish,10,2011
M1J,Flemish,0,2011
M1J,Fukien,5,2011
M1J,German,40,2011
M1J,Greek,235,2011
M1J,Gujarati,335,2011
M1J,Hakka,5,2011
M1J,Hebrew,0,2011
M1J,Hindi,165,2011
M1J,Hungarian,245,2011
M1J,Ilocano,45,2011
M1J,"Indo-Iranian languages, n.i.e.",35,2011
M1J,Italian,145,2011
M1J,Japanese,10,2011
M1J,Khmer (Cambodian),0,2011
M1J,Korean,55,2011
M1J,Kurdish,15,2011
M1J,Lao,5,2011
M1J,Latvian,5,2011
M1J,Lingala,5,2011
M1J,Lithuanian,0,2011
M1J,Macedonian,225,2011
M1J,Malay,5,2011
M1J,Malayalam,150,2011
M1J,Maltese,0,2011
M1J,Mandarin,125,2011
M1J,Marathi,10,2011
M1J,Nepali,15,2011
M1J,"Niger-Congo languages, n.i.e.",20,2011
M1J,Norwegian,0,2011
M1J,Oromo,15,2011
M1J,Panjabi (Punjabi),95,2011
M1J,Pashto,135,2011
M1J,Persian (Farsi),595,2011
M1J,Polish,140,2011
M1J,Portuguese,100,2011
M1J,Romanian,55,2011
M1J,Rundi (Kirundi),5,2011
M1J,Russian,35,2011
M1J,Rwanda (Kinyarwanda),5,2011
M1J,"Semitic languages, n.i.e.",35,2011
M1J,Serbian,55,2011
M1J,Serbo-Croatian,0,2011
M1J,Shanghainese,0,2011
M1J,"Sign languages, n.i.e.",10,2011
M1J,Sindhi,20,2011
M1J,Sinhala (Sinhalese),75,2011
M1J,"Sino-Tibetan languages, n.i.e.",0,2011
M1J,"Slavic languages, n.i.e.",5,2011
M1J,Slovak,70,2011
M1J,Slovenian,5,2011
M1J,Somali,55,2011
M1J,Spanish,375,2011
M1J,Swahili,45,2011
M1J,Swedish,0,2011
M1J,"Tagalog (Pilipino, Filipino)",1095,2011
M1J,Taiwanese,0,2011
M1J,Tamil,2995,2011
M1J,Telugu,50,2011
M1J,Thai,0,2011
M1J,Tibetan languages,0,2011
M1J,Tigrigna,30,2011
M1J,Turkish,25,2011
M1J,Ukrainian,10,2011
M1J,Urdu,1030,2011
M1J,Vietnamese,55,2011
M1J,Yiddish,0,2011
M1K,English,27870,2011
M1K,French,245,2011
M1K,Atikamekw,0,2011
M1K,"Cree, n.o.s.",0,2011
M1K,Dene,0,2011
M1K,Innu/Montagnais,0,2011
M1K,Inuktitut,0,2011
M1K,Mi'kmaq,0,2011
M1K,Ojibway,0,2011
M1K,Oji-Cree,0,2011
M1K,Stoney,0,2011
M1K,"African languages, n.i.e.",10,2011
M1K,Afrikaans,0,2011
M1K,Akan (Twi),10,2011
M1K,Albanian,50,2011
M1K,Amharic,205,2011
M1K,Arabic,255,2011
M1K,Armenian,25,2011
M1K,"Bantu languages, n.i.e.",5,2011
M1K,Bengali,1300,2011
M1K,Berber languages (Kabyle),0,2011
M1K,Bisayan languages,65,2011
M1K,Bosnian,0,2011
M1K,Bulgarian,50,2011
M1K,Burmese,10,2011
M1K,Cantonese,1015,2011
M1K,"Chinese, n.o.s.",865,2011
M1K,Creoles,35,2011
M1K,Croatian,15,2011
M1K,Czech,20,2011
M1K,Danish,0,2011
M1K,Dutch,0,2011
M1K,Estonian,15,2011
M1K,Finnish,10,2011
M1K,Flemish,0,2011
M1K,Fukien,10,2011
M1K,German,45,2011
M1K,Greek,620,2011
M1K,Gujarati,220,2011
M1K,Hakka,30,2011
M1K,Hebrew,0,2011
M1K,Hindi,165,2011
M1K,Hungarian,95,2011
M1K,Ilocano,70,2011
M1K,"Indo-Iranian languages, n.i.e.",15,2011
M1K,Italian,430,2011
M1K,Japanese,40,2011
M1K,Khmer (Cambodian),5,2011
M1K,Korean,60,2011
M1K,Kurdish,10,2011
M1K,Lao,5,2011
M1K,Latvian,10,2011
M1K,Lingala,10,2011
M1K,Lithuanian,0,2011
M1K,Macedonian,310,2011
M1K,Malay,10,2011
M1K,Malayalam,35,2011
M1K,Maltese,0,2011
M1K,Mandarin,580,2011
M1K,Marathi,5,2011
M1K,Nepali,85,2011
M1K,"Niger-Congo languages, n.i.e.",10,2011
M1K,Norwegian,0,2011
M1K,Oromo,30,2011
M1K,Panjabi (Punjabi),85,2011
M1K,Pashto,80,2011
M1K,Persian (Farsi),255,2011
M1K,Polish,130,2011
M1K,Portuguese,85,2011
M1K,Romanian,80,2011
M1K,Rundi (Kirundi),0,2011
M1K,Russian,40,2011
M1K,Rwanda (Kinyarwanda),0,2011
M1K,"Semitic languages, n.i.e.",50,2011
M1K,Serbian,75,2011
M1K,Serbo-Croatian,0,2011
M1K,Shanghainese,5,2011
M1K,"Sign languages, n.i.e.",10,2011
M1K,Sindhi,25,2011
M1K,Sinhala (Sinhalese),70,2011
M1K,"Sino-Tibetan languages, n.i.e.",0,2011
M1K,"Slavic languages, n.i.e.",5,2011
M1K,Slovak,0,2011
M1K,Slovenian,0,2011
M1K,Somali,175,2011
M1K,Spanish,395,2011
M1K,Swahili,25,2011
M1K,Swedish,0,2011
M1K,"Tagalog (Pilipino, Filipino)",1890,2011
M1K,Taiwanese,5,2011
M1K,Tamil,2900,2011
M1K,Telugu,155,2011
M1K,Thai,10,2011
M1K,Tibetan languages,20,2011
M1K,Tigrigna,80,2011
M1K,Turkish,55,2011
M1K,Ukrainian,10,2011
M1K,Urdu,490,2011
M1K,Vietnamese,150,2011
M1K,Yiddish,0,2011
M1L,English,18530,2011
M1L,French,270,2011
M1L,Atikamekw,0,2011
M1L,"Cree, n.o.s.",0,2011
M1L,Dene,0,2011
M1L,Innu/Montagnais,0,2011
M1L,Inuktitut,0,2011
M1L,Mi'kmaq,0,2011
M1L,Ojibway,0,2011
M1L,Oji-Cree,0,2011
M1L,Stoney,0,2011
M1L,"African languages, n.i.e.",15,2011
M1L,Afrikaans,0,2011
M1L,Akan (Twi),0,2011
M1L,Albanian,45,2011
M1L,Amharic,200,2011
M1L,Arabic,265,2011
M1L,Armenian,10,2011
M1L,"Bantu languages, n.i.e.",5,2011
M1L,Bengali,2975,2011
M1L,Berber languages (Kabyle),0,2011
M1L,Bisayan languages,40,2011
M1L,Bosnian,5,2011
M1L,Bulgarian,45,2011
M1L,Burmese,0,2011
M1L,Cantonese,570,2011
M1L,"Chinese, n.o.s.",465,2011
M1L,Creoles,15,2011
M1L,Croatian,5,2011
M1L,Czech,25,2011
M1L,Danish,0,2011
M1L,Dutch,0,2011
M1L,Estonian,5,2011
M1L,Finnish,0,2011
M1L,Flemish,0,2011
M1L,Fukien,0,2011
M1L,German,25,2011
M1L,Greek,280,2011
M1L,Gujarati,55,2011
M1L,Hakka,5,2011
M1L,Hebrew,5,2011
M1L,Hindi,120,2011
M1L,Hungarian,15,2011
M1L,Ilocano,30,2011
M1L,"Indo-Iranian languages, n.i.e.",15,2011
M1L,Italian,175,2011
M1L,Japanese,35,2011
M1L,Khmer (Cambodian),0,2011
M1L,Korean,70,2011
M1L,Kurdish,25,2011
M1L,Lao,5,2011
M1L,Latvian,5,2011
M1L,Lingala,0,2011
M1L,Lithuanian,0,2011
M1L,Macedonian,75,2011
M1L,Malay,5,2011
M1L,Malayalam,40,2011
M1L,Maltese,5,2011
M1L,Mandarin,455,2011
M1L,Marathi,5,2011
M1L,Nepali,55,2011
M1L,"Niger-Congo languages, n.i.e.",25,2011
M1L,Norwegian,0,2011
M1L,Oromo,25,2011
M1L,Panjabi (Punjabi),110,2011
M1L,Pashto,95,2011
M1L,Persian (Farsi),445,2011
M1L,Polish,30,2011
M1L,Portuguese,40,2011
M1L,Romanian,80,2011
M1L,Rundi (Kirundi),5,2011
M1L,Russian,70,2011
M1L,Rwanda (Kinyarwanda),0,2011
M1L,"Semitic languages, n.i.e.",60,2011
M1L,Serbian,35,2011
M1L,Serbo-Croatian,0,2011
M1L,Shanghainese,5,2011
M1L,"Sign languages, n.i.e.",55,2011
M1L,Sindhi,55,2011
M1L,Sinhala (Sinhalese),55,2011
M1L,"Sino-Tibetan languages, n.i.e.",0,2011
M1L,"Slavic languages, n.i.e.",0,2011
M1L,Slovak,20,2011
M1L,Slovenian,5,2011
M1L,Somali,100,2011
M1L,Spanish,275,2011
M1L,Swahili,20,2011
M1L,Swedish,0,2011
M1L,"Tagalog (Pilipino, Filipino)",860,2011
M1L,Taiwanese,5,2011
M1L,Tamil,555,2011
M1L,Telugu,50,2011
M1L,Thai,5,2011
M1L,Tibetan languages,5,2011
M1L,Tigrigna,95,2011
M1L,Turkish,60,2011
M1L,Ukrainian,10,2011
M1L,Urdu,805,2011
M1L,Vietnamese,65,2011
M1L,Yiddish,0,2011
M1M,English,17595,2011
M1M,French,100,2011
M1M,Atikamekw,0,2011
M1M,"Cree, n.o.s.",0,2011
M1M,Dene,0,2011
M1M,Innu/Montagnais,0,2011
M1M,Inuktitut,0,2011
M1M,Mi'kmaq,0,2011
M1M,Ojibway,10,2011
M1M,Oji-Cree,0,2011
M1M,Stoney,0,2011
M1M,"African languages, n.i.e.",0,2011
M1M,Afrikaans,0,2011
M1M,Akan (Twi),15,2011
M1M,Albanian,15,2011
M1M,Amharic,40,2011
M1M,Arabic,50,2011
M1M,Armenian,5,2011
M1M,"Bantu languages, n.i.e.",0,2011
M1M,Bengali,510,2011
M1M,Berber languages (Kabyle),0,2011
M1M,Bisayan languages,20,2011
M1M,Bosnian,5,2011
M1M,Bulgarian,5,2011
M1M,Burmese,0,2011
M1M,Cantonese,190,2011
M1M,"Chinese, n.o.s.",185,2011
M1M,Creoles,20,2011
M1M,Croatian,0,2011
M1M,Czech,5,2011
M1M,Danish,0,2011
M1M,Dutch,5,2011
M1M,Estonian,5,2011
M1M,Finnish,5,2011
M1M,Flemish,0,2011
M1M,Fukien,0,2011
M1M,German,45,2011
M1M,Greek,95,2011
M1M,Gujarati,30,2011
M1M,Hakka,0,2011
M1M,Hebrew,0,2011
M1M,Hindi,30,2011
M1M,Hungarian,55,2011
M1M,Ilocano,20,2011
M1M,"Indo-Iranian languages, n.i.e.",0,2011
M1M,Italian,130,2011
M1M,Japanese,10,2011
M1M,Khmer (Cambodian),0,2011
M1M,Korean,45,2011
M1M,Kurdish,45,2011
M1M,Lao,0,2011
M1M,Latvian,5,2011
M1M,Lingala,0,2011
M1M,Lithuanian,0,2011
M1M,Macedonian,90,2011
M1M,Malay,0,2011
M1M,Malayalam,25,2011
M1M,Maltese,0,2011
M1M,Mandarin,160,2011
M1M,Marathi,0,2011
M1M,Nepali,10,2011
M1M,"Niger-Congo languages, n.i.e.",0,2011
M1M,Norwegian,0,2011
M1M,Oromo,0,2011
M1M,Panjabi (Punjabi),30,2011
M1M,Pashto,15,2011
M1M,Persian (Farsi),185,2011
M1M,Polish,155,2011
M1M,Portuguese,30,2011
M1M,Romanian,15,2011
M1M,Rundi (Kirundi),0,2011
M1M,Russian,75,2011
M1M,Rwanda (Kinyarwanda),0,2011
M1M,"Semitic languages, n.i.e.",5,2011
M1M,Serbian,15,2011
M1M,Serbo-Croatian,0,2011
M1M,Shanghainese,5,2011
M1M,"Sign languages, n.i.e.",5,2011
M1M,Sindhi,10,2011
M1M,Sinhala (Sinhalese),15,2011
M1M,"Sino-Tibetan languages, n.i.e.",0,2011
M1M,"Slavic languages, n.i.e.",0,2011
M1M,Slovak,5,2011
M1M,Slovenian,0,2011
M1M,Somali,25,2011
M1M,Spanish,170,2011
M1M,Swahili,10,2011
M1M,Swedish,5,2011
M1M,"Tagalog (Pilipino, Filipino)",295,2011
M1M,Taiwanese,0,2011
M1M,Tamil,565,2011
M1M,Telugu,10,2011
M1M,Thai,5,2011
M1M,Tibetan languages,10,2011
M1M,Tigrigna,5,2011
M1M,Turkish,25,2011
M1M,Ukrainian,20,2011
M1M,Urdu,160,2011
M1M,Vietnamese,50,2011
M1M,Yiddish,0,2011
M1N,English,18410,2011
M1N,French,130,2011
M1N,Atikamekw,0,2011
M1N,"Cree, n.o.s.",0,2011
M1N,Dene,0,2011
M1N,Innu/Montagnais,0,2011
M1N,Inuktitut,0,2011
M1N,Mi'kmaq,0,2011
M1N,Ojibway,0,2011
M1N,Oji-Cree,0,2011
M1N,Stoney,0,2011
M1N,"African languages, n.i.e.",0,2011
M1N,Afrikaans,0,2011
M1N,Akan (Twi),0,2011
M1N,Albanian,20,2011
M1N,Amharic,20,2011
M1N,Arabic,25,2011
M1N,Armenian,5,2011
M1N,"Bantu languages, n.i.e.",0,2011
M1N,Bengali,315,2011
M1N,Berber languages (Kabyle),0,2011
M1N,Bisayan languages,10,2011
M1N,Bosnian,10,2011
M1N,Bulgarian,25,2011
M1N,Burmese,0,2011
M1N,Cantonese,215,2011
M1N,"Chinese, n.o.s.",145,2011
M1N,Creoles,5,2011
M1N,Croatian,15,2011
M1N,Czech,10,2011
M1N,Danish,0,2011
M1N,Dutch,0,2011
M1N,Estonian,5,2011
M1N,Finnish,0,2011
M1N,Flemish,0,2011
M1N,Fukien,0,2011
M1N,German,25,2011
M1N,Greek,70,2011
M1N,Gujarati,15,2011
M1N,Hakka,0,2011
M1N,Hebrew,0,2011
M1N,Hindi,10,2011
M1N,Hungarian,45,2011
M1N,Ilocano,0,2011
M1N,"Indo-Iranian languages, n.i.e.",0,2011
M1N,Italian,65,2011
M1N,Japanese,10,2011
M1N,Khmer (Cambodian),0,2011
M1N,Korean,15,2011
M1N,Kurdish,10,2011
M1N,Lao,0,2011
M1N,Latvian,5,2011
M1N,Lingala,0,2011
M1N,Lithuanian,0,2011
M1N,Macedonian,50,2011
M1N,Malay,0,2011
M1N,Malayalam,0,2011
M1N,Maltese,0,2011
M1N,Mandarin,75,2011
M1N,Marathi,0,2011
M1N,Nepali,0,2011
M1N,"Niger-Congo languages, n.i.e.",0,2011
M1N,Norwegian,0,2011
M1N,Oromo,0,2011
M1N,Panjabi (Punjabi),15,2011
M1N,Pashto,0,2011
M1N,Persian (Farsi),45,2011
M1N,Polish,30,2011
M1N,Portuguese,40,2011
M1N,Romanian,20,2011
